490090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
979831906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
187980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
822090908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
680090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
950090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
557980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
785980905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
949980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
880090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
951090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
652090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
706980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
757980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
838980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
991090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
311090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
316980903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
538980905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
220090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
732090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
640090908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
786980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
185980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
947980900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
840090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
406980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
748980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
507980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
598980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
669980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
188980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
226980902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
206980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
201090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
190090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
702090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
281090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
765980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
812090900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
596980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
647980903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
641090907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
387980907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
330090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
912090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
742090905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
357980903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
502090905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
136980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
132090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
231090903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
238980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
217980903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
449980903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
216980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
222090904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
391090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
626980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
485980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
586980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
865980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
998980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
632090908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
377980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
761090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
891090904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
698980901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
432090900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
510090905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
469980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
147980908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
199463704;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
307980904;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
422090902;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
346980907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
830090908;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
320090905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
837980903;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
826980906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
996980900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
150090900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
110090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
961090909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
700090905;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
290090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
261090906;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
146980909;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
379980907;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
341090900;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
522090901;B;V;;;;;;3;IER 24.05.2011;Endring av bantype, ref IER
