GSM04791727688;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791730770;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791756100;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791780438;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791788143;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791791477;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791807224;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820965;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820966;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820967;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820968;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820969;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820970;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820971;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820972;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820973;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791820978;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791856035;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791888644;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04791895905;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04792093083;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04792093386;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04792096809;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04792209337;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04792236359;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04792806198;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793210340;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793213096;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793222799;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793224528;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793226029;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793228104;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793232183;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793232184;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793232371;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793235438;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793237218;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793246673;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793247153;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793247945;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793251861;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793255687;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793258572;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04793263132;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795053163;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795087011;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795087056;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795101156;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795101172;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795115492;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795136627;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795136714;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795181995;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795273155;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795278866;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
GSM04795778264;PSTB;PSTB24OP;;K;;F208;70;BYT5;Oppgradering;Y;;;;WAITING;;1;khl
