GSM04793036234;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793037442;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793040803;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793083511;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793217309;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793433131;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04793444745;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04795171490;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04795173333;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04795242935;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04795761956;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04795849026;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04797156180;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04797176017;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04797759490;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04798280553;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04799350715;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04799569202;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
GSM04799569203;PSUB;;;K;;KSSK;88;KON2;Endrer prisplan ref Terje Grieg Amundsen;;KHL 14.03.2006
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;



























































































